date,brand,model,quantity_sold,current_stock,reorder_threshold,lead_time
2021-08-31,HP,Pavilion 15,30,234,17,10
2023-08-13,HP,Pavilion 15,12,179,49,9
2023-06-10,Lenovo,Legion 5,32,200,44,12
2023-10-17,Xiaomi,Redmi Note 9,10,244,29,14
2023-09-18,Xiaomi,Mi 11,26,165,10,13
2023-07-25,Google,Pixel 4a,13,69,20,11
2021-08-03,Apple,iPhone 11,22,210,24,9
2023-02-06,Samsung,Galaxy S21,47,494,40,14
2024-04-17,Apple,MacBook Pro 16,40,310,10,4
2022-08-28,HP,Spectre x360,37,37,20,5
2021-10-31,Apple,MacBook Pro 13,39,326,31,5
2023-08-07,Apple,iPhone 13,20,198,38,10
2023-06-04,Vivo,Vivo Y51,18,192,33,6
2024-05-27,HP,Pavilion 15,2,320,28,14
2021-10-10,Google,Pixel 5,49,437,23,7
2023-03-13,Google,Pixel 6,38,65,27,13
2023-08-31,Dell,XPS 13,19,194,22,11
2022-10-16,Lenovo,IdeaPad 3,47,338,23,3
2022-11-12,MSI,GE76 Raider,4,187,34,8
2021-02-24,Xiaomi,Redmi Note 9,11,252,13,14
2021-10-04,HP,Spectre x360,26,469,49,4
2023-06-27,Apple,MacBook Air,40,368,15,14
2024-08-06,HP,Spectre x360,35,363,18,9
2021-04-22,Samsung,Galaxy S21,2,390,45,9
2021-10-15,OnePlus,OnePlus 8,10,32,10,5
2021-10-09,HP,EliteBook 840,6,162,44,12
2023-08-27,Oppo,Oppo Reno 5,37,156,37,8
2023-01-13,Acer,Predator Helios,1,136,29,7
2022-08-22,Acer,Predator Helios,16,400,37,13
2021-04-13,Asus,ZenBook 14,23,424,39,11
2024-06-12,Vivo,Vivo V20,46,463,20,3
2021-08-25,Dell,Inspiron 15,5,215,25,6
2022-12-16,Acer,Predator Helios,37,132,22,6
2021-02-10,Vivo,Vivo V20,9,406,29,13
2023-04-24,Google,Pixel 4a,7,73,42,5
2024-04-05,Google,Pixel 4a,16,433,18,14
2023-01-23,Oppo,Oppo A74,26,150,28,10
2023-10-09,Samsung,Galaxy S20,38,468,19,12
2022-05-26,MSI,GE76 Raider,46,224,36,7
2022-07-18,Realme,Realme 8,42,171,43,13
2022-11-23,Apple,iPhone 11,20,132,35,9
2022-09-05,Realme,Realme 7,36,197,42,6
2021-07-04,Dell,XPS 13,15,39,28,6
2021-05-16,Oppo,Oppo Reno 5,22,103,20,11
2023-06-04,Acer,Predator Helios,47,68,47,9
2023-06-25,Vivo,Vivo X50,3,89,22,7
2024-09-25,Google,Pixel 4a,7,441,14,7
2023-10-26,Google,Pixel 6,33,62,12,13
2021-01-11,Samsung,Galaxy S21,1,462,47,8
2024-12-02,Samsung,Galaxy Note 10,14,51,26,9
2023-08-21,Lenovo,ThinkPad X1,19,498,12,8
2022-07-06,Samsung,Galaxy Note 10,3,156,21,4
2021-05-16,Lenovo,Legion 5,33,275,39,9
2024-01-07,Oppo,Oppo Reno 5,23,355,37,14
2023-01-01,Acer,Predator Helios,21,148,19,14
2024-11-08,Realme,Realme X7,36,153,27,7
2024-09-23,Apple,MacBook Pro 13,36,354,34,4
2023-09-25,Realme,Realme 7,20,171,46,9
2024-01-19,Apple,MacBook Pro 16,4,45,12,6
2024-04-17,Realme,Realme 8,35,260,42,6
2024-02-27,Google,Pixel 5,27,163,34,7
2021-05-30,MSI,Stealth 15M,2,363,36,11
2024-10-14,Samsung,Galaxy S21,16,87,23,9
2023-08-06,Samsung,Galaxy Note 10,32,29,42,13
2024-07-21,Vivo,Vivo X50,6,160,10,7
2024-12-31,Acer,Predator Helios,47,145,32,3
2023-11-26,Xiaomi,Redmi Note 9,50,429,40,9
2022-05-13,Vivo,Vivo X50,50,55,36,3
2024-01-30,Vivo,Vivo X50,40,212,44,14
2024-06-07,Apple,iPhone 11,14,51,50,4
2024-08-04,Apple,iPhone 12,39,223,25,3
2022-12-20,Acer,Swift 3,40,464,42,7
2024-03-18,Vivo,Vivo X50,50,317,20,4
2024-05-05,OnePlus,OnePlus Nord,2,234,20,14
2023-05-19,Oppo,Oppo F19,25,87,20,14
2022-04-09,Apple,iPhone 11,21,242,44,9
2022-09-29,Apple,MacBook Pro 13,35,35,34,6
2022-11-30,Acer,Aspire 5,39,208,31,6
2021-07-24,MSI,GE76 Raider,9,255,39,3
2024-12-29,MSI,GE76 Raider,31,421,10,4
2022-11-16,Realme,Realme X7,7,50,15,11
2023-12-20,Vivo,Vivo V20,20,273,17,11
2024-06-20,Google,Pixel 5,15,343,26,5
2022-04-29,Realme,Realme 7,6,346,38,9
2023-06-26,Realme,Realme 7,24,123,38,5
2021-05-14,Apple,iPhone 12,3,427,22,4
2024-08-02,Realme,Realme 7,14,404,21,14
2023-08-21,OnePlus,OnePlus Nord,26,350,12,10
2023-03-28,Apple,MacBook Pro 16,16,275,25,7
2022-09-14,Xiaomi,Mi 11,22,249,18,10
2024-07-06,Lenovo,IdeaPad 3,9,349,26,8
2021-10-16,OnePlus,OnePlus 8,3,443,26,12
2021-01-19,Oppo,Oppo A74,40,229,45,8
2023-06-13,Realme,Realme 8,7,323,18,13
2022-05-13,Dell,XPS 13,18,361,21,11
2023-08-13,Realme,Realme 8,17,451,17,4
2022-10-24,Oppo,Oppo Reno 5,22,442,29,11
2023-11-16,Asus,VivoBook 15,1,460,20,13
2023-05-11,Acer,Aspire 5,20,282,13,8
2021-03-17,Apple,MacBook Pro 16,4,404,11,5
2021-10-13,Samsung,Galaxy Note 10,12,426,11,11
2023-06-27,Realme,Realme 7,32,234,45,11
2022-08-11,Acer,Aspire 5,16,252,27,14
2023-04-10,HP,EliteBook 840,11,43,27,14
2022-08-19,Google,Pixel 4a,15,79,13,12
2022-03-31,Lenovo,Legion 5,46,440,38,3
2022-08-25,Apple,iPhone 13,5,402,34,11
2021-10-30,MSI,GE76 Raider,45,310,50,9
2024-08-19,Oppo,Oppo A74,12,272,43,14
2022-03-09,Samsung,Galaxy S21,36,346,38,6
2022-11-25,Realme,Realme 8,3,419,46,5
2023-10-19,Oppo,Oppo Reno 5,11,86,25,11
2023-06-15,Apple,iPhone 11,32,56,34,13
2021-09-21,Dell,Latitude 7420,14,157,21,8
2022-03-02,Apple,iPhone 12,28,250,38,10
2023-08-04,Acer,Aspire 5,23,329,37,4
2022-06-24,HP,EliteBook 840,24,61,40,14
2022-02-06,Google,Pixel 4a,30,207,11,9
2022-02-16,Samsung,Galaxy Note 10,31,478,40,7
2021-10-02,Lenovo,IdeaPad 3,2,360,11,12
2024-10-16,Google,Pixel 4a,42,139,45,6
2024-08-29,OnePlus,OnePlus 9,20,28,46,9
2024-05-07,Asus,VivoBook 15,20,464,41,3
2024-12-01,Lenovo,Legion 5,47,86,31,4
2021-10-21,OnePlus,OnePlus 8,46,202,18,6
2021-07-26,Vivo,Vivo Y51,29,468,10,4
2024-04-17,Apple,iPhone 11,48,288,50,4
2023-06-13,Apple,iPhone 12,31,297,25,9
2024-11-20,MSI,Stealth 15M,4,119,48,11
2023-08-24,Acer,Swift 3,20,492,33,6
2023-05-16,Oppo,Oppo A74,43,300,36,7
2022-10-12,Samsung,Galaxy S20,1,39,19,9
2022-05-28,Xiaomi,Mi 11,43,169,25,5
2023-07-19,OnePlus,OnePlus 9,5,182,37,13
2024-08-11,Xiaomi,Redmi Note 9,48,432,12,7
2022-09-18,Dell,Latitude 7420,35,146,22,13
2024-04-07,OnePlus,OnePlus Nord,15,267,37,11
2022-10-01,Apple,iPhone 13,19,166,12,3
2022-12-11,Apple,iPhone 12,18,22,35,5
2023-03-03,Google,Pixel 6,42,216,48,14
2023-09-14,HP,Pavilion 15,16,289,37,5
2024-11-25,Realme,Realme X7,33,35,17,3
2021-01-10,MSI,Stealth 15M,1,414,21,8
2021-07-26,Dell,Inspiron 15,21,297,34,9
2021-12-05,Apple,MacBook Pro 13,49,307,16,8
2022-06-12,Lenovo,ThinkPad X1,40,412,31,8
2023-04-06,Oppo,Oppo A74,22,431,47,13
2024-03-06,Dell,XPS 13,37,479,16,11
2022-06-14,Asus,ZenBook 14,11,163,26,14
2023-09-26,OnePlus,OnePlus 8,49,147,18,3
2023-08-02,OnePlus,OnePlus 9,34,323,10,14
2024-12-10,HP,EliteBook 840,29,252,37,14
2024-09-18,Xiaomi,Mi 10,26,375,38,9
2021-07-28,Apple,iPhone 12,29,52,50,12
2024-05-28,Asus,ROG Zephyrus,31,443,28,14
2024-06-22,Asus,ZenBook 14,33,259,24,10
2024-07-28,OnePlus,OnePlus 9,30,209,29,14
2024-05-25,HP,Spectre x360,19,352,19,10
2024-05-28,OnePlus,OnePlus 9,8,304,24,12
2021-05-01,Samsung,Galaxy S21,20,185,21,10
2024-12-03,Apple,iPhone 12,40,494,19,3
2024-09-19,Dell,Inspiron 15,14,198,11,7
2023-12-31,Realme,Realme 8,16,268,42,7
2021-09-15,OnePlus,OnePlus 9,1,194,12,8
2023-06-09,Dell,XPS 13,45,283,27,6
2023-06-17,OnePlus,OnePlus 9,48,363,40,5
2024-12-27,Apple,MacBook Pro 13,25,95,15,14
2024-02-10,MSI,Stealth 15M,27,225,13,5
2022-12-22,Asus,ZenBook 14,1,112,21,8
2024-04-12,Apple,iPhone 13,9,68,44,10
2023-06-30,MSI,GE76 Raider,11,384,38,6
2022-03-04,Xiaomi,Redmi Note 9,4,237,27,14
2024-12-26,Apple,MacBook Air,22,95,20,12
2021-12-21,Apple,MacBook Air,8,400,18,12
2024-06-06,Asus,ROG Zephyrus,4,202,22,5
2022-06-30,Realme,Realme 8,46,50,45,3
2022-06-17,Apple,MacBook Pro 16,7,403,14,12
2024-06-02,HP,Pavilion 15,42,243,18,7
2024-08-03,HP,EliteBook 840,15,267,28,6
2022-03-16,OnePlus,OnePlus Nord,28,418,43,8
2021-07-17,Oppo,Oppo Reno 5,22,132,29,8
2024-05-06,Samsung,Galaxy Note 10,32,246,19,6
2022-12-25,Oppo,Oppo F19,26,321,49,4
2024-05-01,Acer,Aspire 5,7,48,10,10
2021-06-19,Xiaomi,Redmi Note 9,44,100,29,13
2024-06-06,Samsung,Galaxy Note 10,27,257,43,7
2024-02-27,Acer,Aspire 5,3,71,39,12
2023-01-12,HP,Pavilion 15,14,103,11,5
2023-02-27,Acer,Predator Helios,15,265,21,7
2023-07-15,Oppo,Oppo F19,3,407,21,3
2021-12-21,Google,Pixel 6,29,339,34,13
2023-08-01,MSI,GE76 Raider,21,315,41,3
2023-11-25,Apple,MacBook Air,48,353,13,10
2022-03-15,Apple,MacBook Pro 13,14,182,17,12
2024-05-27,Lenovo,ThinkPad X1,16,344,29,8
2024-09-24,Realme,Realme 8,48,156,47,9
2023-11-16,Lenovo,ThinkPad X1,39,344,25,6
2024-01-31,Asus,ZenBook 14,8,306,36,12
2021-10-05,Acer,Aspire 5,25,172,28,14
2021-05-26,MSI,GF65 Thin,20,472,10,3
2023-06-26,Samsung,Galaxy S21,29,115,22,3
2022-05-29,Oppo,Oppo Reno 5,46,25,24,6
2024-12-25,Oppo,Oppo F19,45,404,18,3
2024-10-20,Lenovo,IdeaPad 3,41,121,43,8
2021-05-09,Asus,VivoBook 15,17,190,32,11
2021-08-03,Asus,ZenBook 14,39,30,47,12
2022-09-17,Dell,XPS 13,39,137,36,4
2022-11-20,Oppo,Oppo A74,1,470,39,10
2023-12-12,Xiaomi,Redmi Note 9,7,191,47,12
2021-03-25,Acer,Swift 3,25,290,32,5
2022-04-01,Google,Pixel 5,23,193,32,7
2023-01-28,HP,EliteBook 840,22,477,38,7
2022-03-22,Apple,MacBook Pro 16,48,303,38,12
2021-09-08,Vivo,Vivo V20,16,201,47,8
2021-06-15,OnePlus,OnePlus Nord,32,146,28,10
2021-10-19,Samsung,Galaxy S21,44,393,21,10
2024-03-22,Vivo,Vivo Y51,40,331,38,3
2024-05-01,Dell,Latitude 7420,46,393,35,5
2024-07-06,HP,EliteBook 840,45,302,22,3
2022-02-15,Dell,Inspiron 15,7,229,33,14
2022-01-03,Apple,MacBook Air,6,414,35,6
2024-12-09,Google,Pixel 4a,8,203,25,4
2023-07-07,OnePlus,OnePlus 8,14,22,21,3
2023-09-28,Asus,ROG Zephyrus,12,491,50,4
2023-07-20,Dell,XPS 13,7,446,30,5
2022-04-23,Apple,iPhone 12,45,384,18,9
2023-02-10,Google,Pixel 4a,12,465,25,7
2023-12-13,Dell,XPS 13,6,222,30,8
2024-05-22,Google,Pixel 6,12,403,26,11
2023-06-07,HP,Spectre x360,43,48,36,7
2022-06-30,MSI,GE76 Raider,15,335,26,4
2024-09-24,Xiaomi,Mi 11,31,444,39,13
2022-07-31,Apple,iPhone 13,47,152,34,9
2022-11-20,Realme,Realme 8,41,482,33,11
2023-04-22,Vivo,Vivo V20,1,363,33,11
2023-01-30,Apple,MacBook Pro 16,16,486,11,8
2023-05-08,Dell,XPS 13,17,359,32,13
2021-09-13,Apple,MacBook Pro 13,3,302,42,9
2021-02-20,Dell,XPS 13,1,428,30,9
2022-07-24,Realme,Realme 7,29,321,18,14
2021-04-13,Acer,Aspire 5,38,418,26,14
2022-06-17,Dell,Inspiron 15,5,276,20,10
2021-08-12,Vivo,Vivo Y51,40,428,38,13
2023-07-30,HP,Pavilion 15,46,99,39,11
2023-05-03,Apple,MacBook Pro 13,30,66,44,4
2022-03-05,Google,Pixel 6,45,322,28,7
2023-03-08,Oppo,Oppo A74,47,117,42,13
2021-11-02,Realme,Realme X7,27,140,26,11
2023-11-02,Apple,MacBook Pro 13,31,365,24,7
2024-03-09,OnePlus,OnePlus 9,25,51,21,3
2022-09-22,Lenovo,IdeaPad 3,2,370,45,11
2021-09-14,Samsung,Galaxy S20,41,176,28,11
2021-03-06,Acer,Predator Helios,4,370,47,3
2021-12-25,Dell,XPS 13,19,126,46,10
2021-05-11,Apple,iPhone 11,5,397,32,4
2021-08-18,HP,Pavilion 15,29,499,40,4
2023-09-12,HP,EliteBook 840,4,77,21,10
2023-04-19,HP,Pavilion 15,24,91,27,10
2024-02-17,Samsung,Galaxy S21,38,355,39,8
2021-04-13,Dell,Latitude 7420,15,205,24,13
2024-11-06,Google,Pixel 4a,17,103,42,6
2021-04-13,Xiaomi,Mi 10,12,497,23,12
2024-07-23,Xiaomi,Redmi Note 9,19,256,42,3
2024-11-10,Xiaomi,Mi 11,38,167,36,3
2022-05-13,Acer,Aspire 5,38,53,38,9
2024-03-01,Apple,MacBook Pro 16,34,30,20,6
2023-11-28,Xiaomi,Mi 10,32,217,28,10
2022-12-27,OnePlus,OnePlus Nord,45,241,36,13
2024-08-27,Samsung,Galaxy S21,19,349,17,8
2021-06-19,HP,Pavilion 15,43,307,19,3
2021-09-13,Google,Pixel 5,31,123,12,4
2024-03-21,Apple,MacBook Pro 16,26,451,49,7
2021-02-26,Asus,ZenBook 14,28,157,28,3
2024-02-21,Apple,iPhone 12,31,100,12,12
2023-06-10,Vivo,Vivo X50,3,476,46,6
2021-11-20,Dell,Inspiron 15,10,183,15,11
2023-04-10,HP,Pavilion 15,48,381,47,7
2021-04-04,Lenovo,Legion 5,34,198,12,6
2021-05-30,Vivo,Vivo V20,18,438,25,12
2023-01-02,Acer,Swift 3,6,21,35,14
2022-01-16,Dell,Latitude 7420,5,85,18,5
2023-11-26,Dell,XPS 13,30,120,11,14
2024-12-11,Realme,Realme X7,19,440,19,11
2021-05-23,OnePlus,OnePlus Nord,48,52,43,13
2022-10-01,HP,Pavilion 15,39,89,39,7
2024-08-17,Apple,iPhone 11,46,78,25,3
2023-01-25,Google,Pixel 6,15,64,15,3
2021-05-08,Dell,Inspiron 15,43,245,30,3
2024-06-24,MSI,GF65 Thin,31,274,45,13
2021-02-16,Realme,Realme 7,10,280,27,5
2023-06-15,Dell,Latitude 7420,34,208,46,12
2021-02-21,HP,Pavilion 15,35,399,25,3
2022-11-02,MSI,GE76 Raider,5,241,21,13
2021-01-14,Google,Pixel 5,46,372,42,6
2022-05-17,HP,Pavilion 15,22,229,21,4
2022-09-09,Lenovo,ThinkPad X1,25,36,17,11
2024-02-25,Asus,ZenBook 14,45,172,35,14
2023-04-04,HP,Pavilion 15,2,84,50,13
2021-11-27,Oppo,Oppo A74,23,384,45,10
2022-10-03,Lenovo,Legion 5,46,171,47,8
2023-03-29,Realme,Realme 8,33,275,32,14
2023-01-28,Apple,MacBook Pro 13,46,281,25,13
2024-04-05,Xiaomi,Redmi Note 9,23,455,29,12
2021-04-26,MSI,GF65 Thin,29,419,26,12
2021-05-21,Lenovo,IdeaPad 3,23,377,33,4
2023-08-08,Apple,iPhone 11,46,396,11,5
2024-06-17,Lenovo,ThinkPad X1,32,91,42,10
2023-07-01,Acer,Predator Helios,21,276,44,13
2024-10-12,Acer,Swift 3,16,409,19,3
2024-05-26,Oppo,Oppo A74,26,461,16,7
2024-05-26,OnePlus,OnePlus Nord,13,245,27,7
2023-06-26,Apple,iPhone 13,45,333,41,14
2023-05-18,Oppo,Oppo A74,47,63,32,4
2021-02-07,HP,Spectre x360,27,468,42,10
2021-08-20,Dell,Inspiron 15,32,42,10,7
2024-02-15,Samsung,Galaxy S20,12,217,45,5
2021-04-07,Vivo,Vivo V20,49,28,40,8
2023-12-16,Apple,MacBook Pro 13,16,415,41,13
2021-01-09,Lenovo,Legion 5,28,222,27,14
2021-03-27,Google,Pixel 4a,7,258,32,7
2023-03-20,Vivo,Vivo V20,29,255,47,14
2024-10-13,HP,Spectre x360,33,476,35,5
2023-07-18,Google,Pixel 6,19,315,50,5
2021-05-09,Lenovo,Legion 5,30,471,28,4
2023-02-15,Oppo,Oppo Reno 5,36,351,38,5
2024-12-27,MSI,GE76 Raider,36,204,12,6
2024-11-23,Vivo,Vivo X50,27,358,39,3
2024-11-15,Vivo,Vivo X50,16,43,46,7
2024-08-01,Acer,Swift 3,3,469,11,6
2024-07-07,Acer,Aspire 5,11,190,43,4
2021-10-04,Google,Pixel 4a,3,482,30,14
2024-10-19,Apple,iPhone 13,31,324,41,10
2023-12-11,Vivo,Vivo V20,32,284,32,9
2024-05-03,Dell,XPS 13,5,94,14,13
2022-11-27,Realme,Realme X7,15,488,26,6
2024-01-06,Vivo,Vivo V20,11,343,23,4
2024-08-18,Vivo,Vivo X50,47,255,40,6
2022-09-22,Samsung,Galaxy S21,12,357,37,5
2022-11-24,Apple,MacBook Pro 16,20,472,39,7
2021-04-30,Asus,ZenBook 14,31,125,13,9
2021-08-29,MSI,Stealth 15M,47,488,38,6
2021-11-19,Apple,iPhone 12,42,159,11,7
2024-04-17,Apple,MacBook Pro 13,22,295,11,6
2024-12-14,Realme,Realme X7,12,174,20,4
2024-05-26,Realme,Realme X7,2,216,50,8
2021-10-22,Xiaomi,Mi 10,18,441,26,5
2024-08-03,Google,Pixel 5,20,471,25,7
2022-07-21,Asus,ROG Zephyrus,20,152,44,7
2023-08-11,MSI,GF65 Thin,8,452,40,3
2024-08-27,Oppo,Oppo A74,24,196,24,6
2022-12-18,Apple,MacBook Pro 16,23,431,13,14
2024-11-19,Apple,MacBook Pro 13,36,363,30,11
2023-09-27,Dell,XPS 13,29,216,17,4
2023-03-14,Acer,Aspire 5,13,216,43,5
2021-05-18,Acer,Predator Helios,17,273,50,13
2021-05-13,Xiaomi,Mi 10,8,472,19,3
2023-09-12,Oppo,Oppo F19,42,210,50,3
2024-05-12,Apple,iPhone 13,2,190,35,5
2022-12-18,Oppo,Oppo Reno 5,31,420,44,14
2024-08-12,Lenovo,Legion 5,35,417,33,13
2024-07-08,Acer,Aspire 5,32,291,34,5
2024-03-24,MSI,GF65 Thin,35,117,35,10
2022-06-07,Acer,Aspire 5,4,36,27,12
2023-08-07,OnePlus,OnePlus Nord,24,22,20,7
2021-01-23,Apple,MacBook Pro 13,46,428,18,3
2023-05-20,Google,Pixel 4a,25,41,42,10
2021-05-28,Oppo,Oppo A74,42,208,43,5
2023-05-27,Acer,Swift 3,26,37,10,9
2023-12-02,Dell,Inspiron 15,38,497,12,14
2024-07-12,Vivo,Vivo X50,3,114,10,4
2024-02-19,Dell,Latitude 7420,39,56,34,9
2021-12-23,MSI,GE76 Raider,50,435,25,12
2022-04-16,Samsung,Galaxy Note 10,34,401,34,6
2024-12-10,Samsung,Galaxy Note 10,2,456,40,3
2023-06-21,Realme,Realme 8,21,451,49,9
2023-08-08,Asus,VivoBook 15,1,223,14,10
2021-04-08,MSI,GF65 Thin,49,142,34,11
2024-06-29,Apple,iPhone 13,4,80,35,10
2024-07-01,Acer,Swift 3,37,155,17,9
2022-01-30,Apple,MacBook Air,13,443,50,9
2021-12-31,Lenovo,ThinkPad X1,40,215,45,3
2023-12-27,OnePlus,OnePlus 8,42,206,21,7
2023-09-27,Oppo,Oppo Reno 5,29,418,17,12
2022-10-18,Dell,XPS 13,13,241,47,3
2022-10-26,OnePlus,OnePlus Nord,28,391,25,8
2024-11-01,Apple,iPhone 12,42,298,41,14
2022-09-03,HP,EliteBook 840,21,493,18,14
2023-08-16,Xiaomi,Mi 11,15,133,30,10
2023-05-10,Asus,ZenBook 14,15,142,27,7
2021-10-18,Lenovo,ThinkPad X1,25,469,49,9
2024-11-02,Dell,Inspiron 15,39,173,48,8
2024-01-13,Apple,iPhone 12,39,33,12,13
2021-12-21,Acer,Aspire 5,26,154,48,6
2023-05-24,Asus,ZenBook 14,32,133,16,9
2023-02-20,Apple,iPhone 11,2,314,37,12
2023-08-27,Dell,Inspiron 15,21,299,11,9
2023-05-28,HP,Spectre x360,12,159,13,10
2024-05-08,Asus,VivoBook 15,14,421,25,10
2024-01-08,Xiaomi,Mi 10,27,134,19,12
2022-11-18,Vivo,Vivo V20,12,138,16,7
2024-12-09,Apple,MacBook Air,27,499,13,4
2024-02-19,Oppo,Oppo Reno 5,35,373,28,9
2022-01-16,Samsung,Galaxy S20,18,233,32,5
2021-06-07,HP,EliteBook 840,33,46,13,11
2023-05-07,Realme,Realme 7,47,376,17,11
2022-11-06,Apple,iPhone 12,49,452,22,5
2024-05-22,OnePlus,OnePlus 8,45,428,13,6
2021-03-01,Xiaomi,Redmi Note 9,17,169,19,6
2023-10-12,Dell,Latitude 7420,39,44,10,8
2023-10-02,Oppo,Oppo F19,34,403,26,11
2021-05-05,HP,Spectre x360,35,372,15,12
2021-01-15,Apple,iPhone 13,38,464,29,3
2022-12-22,Xiaomi,Mi 10,25,395,14,7
2024-09-23,Xiaomi,Mi 11,36,487,11,7
2024-01-31,Realme,Realme 8,9,110,41,13
2024-10-18,OnePlus,OnePlus 9,41,401,25,11
2022-02-05,Acer,Swift 3,23,51,10,8
2024-07-09,Realme,Realme 7,34,42,40,5
2023-09-09,Lenovo,Legion 5,19,358,38,11
2023-08-04,Dell,Latitude 7420,23,328,46,8
2022-07-23,Realme,Realme 7,7,369,24,8
2023-11-11,Acer,Swift 3,9,475,37,3
2024-08-08,Asus,ROG Zephyrus,21,481,28,5
2022-11-24,Xiaomi,Mi 10,6,20,28,5
2024-11-17,Apple,iPhone 13,1,372,31,5
2022-01-22,Vivo,Vivo Y51,5,174,25,9
2022-11-17,Samsung,Galaxy S20,23,75,29,10
2023-03-04,Xiaomi,Redmi Note 9,47,470,38,8
2021-01-18,Lenovo,IdeaPad 3,30,319,26,9
2023-02-13,Apple,MacBook Air,1,387,28,4
2024-03-30,Vivo,Vivo X50,15,73,49,13
2023-05-22,HP,Pavilion 15,16,269,44,10
2023-03-19,MSI,GF65 Thin,33,420,37,9
2023-06-03,Oppo,Oppo A74,23,446,32,7
2024-01-22,Apple,iPhone 13,26,87,36,13
2022-06-15,Google,Pixel 5,49,421,37,12
2022-04-23,Lenovo,ThinkPad X1,34,195,31,9
2023-12-02,Xiaomi,Redmi Note 9,48,94,41,13
2024-06-02,Google,Pixel 6,48,345,19,8
2024-03-01,Apple,MacBook Pro 13,23,154,39,9
2024-05-23,Apple,iPhone 12,40,60,24,5
2022-09-26,Oppo,Oppo Reno 5,18,184,20,10
2021-01-27,Vivo,Vivo V20,19,280,40,12
2022-04-10,HP,EliteBook 840,20,53,31,6
2024-03-20,Xiaomi,Mi 10,7,87,50,9
2023-05-09,Oppo,Oppo Reno 5,49,260,36,13
2022-05-31,Asus,VivoBook 15,9,284,10,4
2023-12-07,Apple,iPhone 12,31,241,49,5
2022-03-06,Apple,MacBook Air,23,110,20,10
2024-06-24,Vivo,Vivo Y51,14,200,43,14
2022-05-07,Acer,Aspire 5,28,480,45,14
2023-03-04,Oppo,Oppo F19,12,353,47,12
2024-11-18,Realme,Realme X7,37,80,50,3
2021-04-13,Xiaomi,Mi 11,38,53,10,12
2023-12-05,Google,Pixel 4a,45,465,44,7
2023-05-31,Google,Pixel 5,38,147,24,9
2021-11-25,Samsung,Galaxy S21,43,250,46,7
2023-01-01,Vivo,Vivo X50,17,366,42,6
2023-08-19,Lenovo,Legion 5,21,250,25,3
2021-03-10,Lenovo,Legion 5,32,294,21,3
2021-11-19,Vivo,Vivo V20,24,350,41,14
2021-12-18,Xiaomi,Mi 10,10,309,34,8
2024-01-31,Google,Pixel 4a,19,349,30,3
2023-11-08,Apple,iPhone 12,30,39,11,11
2024-05-09,Google,Pixel 5,26,95,43,14
2022-04-03,Asus,ZenBook 14,28,89,23,12
2023-04-13,OnePlus,OnePlus Nord,13,387,20,7
2022-11-18,Realme,Realme 7,8,472,14,8
2021-01-29,Dell,Inspiron 15,39,239,48,14
2022-03-13,Acer,Aspire 5,2,75,37,7
2024-03-05,Google,Pixel 5,18,80,39,10
2023-04-06,Dell,Inspiron 15,48,82,47,11
2023-05-21,Samsung,Galaxy Note 10,34,412,46,9
2024-05-30,Oppo,Oppo F19,7,349,19,14
2024-07-12,Apple,iPhone 12,29,453,16,4
2022-01-12,Xiaomi,Mi 11,16,184,20,8
2024-03-04,Acer,Swift 3,19,300,28,14
2023-05-10,Vivo,Vivo V20,42,358,30,11
2024-09-24,MSI,Stealth 15M,20,310,21,9
2023-02-13,OnePlus,OnePlus Nord,21,391,12,7
2022-08-27,Apple,iPhone 12,20,144,18,7
2024-11-04,HP,Pavilion 15,48,132,45,8
2021-09-26,OnePlus,OnePlus 8,8,285,26,4
2024-11-10,HP,Spectre x360,26,352,21,13
2022-12-15,Asus,VivoBook 15,27,289,25,5
2022-08-10,Vivo,Vivo X50,25,315,29,10
2021-06-27,Asus,ZenBook 14,30,452,27,14
2021-10-05,Apple,MacBook Pro 16,38,445,38,3
2023-06-05,Lenovo,ThinkPad X1,38,438,41,6
2024-05-10,MSI,GE76 Raider,1,81,15,7
2023-05-29,Acer,Predator Helios,7,162,49,3
2021-06-18,Dell,XPS 13,12,385,29,8
2023-03-14,Realme,Realme 7,26,221,17,14
2021-09-03,Vivo,Vivo Y51,29,338,30,7
2024-12-25,Dell,Inspiron 15,46,136,41,7
2021-06-03,Realme,Realme 7,13,68,36,13
2024-07-26,Dell,XPS 13,1,393,29,13
2024-10-11,Asus,ZenBook 14,47,284,17,3
2021-11-16,Dell,Latitude 7420,29,162,43,5
2022-08-14,Acer,Predator Helios,41,417,36,6
2023-08-30,Apple,MacBook Pro 16,49,361,24,5
2023-11-05,Lenovo,ThinkPad X1,29,416,49,11
2023-07-10,Realme,Realme 7,46,148,34,14
2021-05-29,Xiaomi,Mi 11,25,303,25,7
2022-05-24,OnePlus,OnePlus 8,13,108,15,10
2024-04-20,HP,Pavilion 15,15,147,45,10
2024-10-30,OnePlus,OnePlus Nord,47,285,33,12
2022-04-18,Xiaomi,Mi 10,50,389,38,7
2021-01-29,Vivo,Vivo X50,44,103,47,6
2021-08-10,Lenovo,Legion 5,8,193,16,11
2024-03-29,Lenovo,IdeaPad 3,19,418,16,5
2023-10-30,Oppo,Oppo F19,2,460,48,7
2023-01-19,OnePlus,OnePlus 8,50,106,17,3
2021-08-23,OnePlus,OnePlus Nord,36,229,23,4
2023-10-16,HP,Spectre x360,39,150,50,9
